57	chen_gong	진궁	후보70색감	assets/generals/busts_fast_170/chen_gong.png
58	cheng_pu	정보	후보70색감	assets/generals/busts_fast_170/cheng_pu.png
59	ding_feng	정봉	후보70색감	assets/generals/busts_fast_170/ding_feng.png
60	fa_zheng	법정	후보70색감	assets/generals/busts_fast_170/fa_zheng.png
61	gao_shun	고순	후보70색감	assets/generals/busts_fast_170/gao_shun.png
62	gongsun_zan	공손찬	후보70색감	assets/generals/busts_fast_170/gongsun_zan.png
63	guan_ping	관평	후보70색감	assets/generals/busts_fast_170/guan_ping.png
64	guan_xing	관흥	후보70색감	assets/generals/busts_fast_170/guan_xing.png
65	guanqiu_jian	관구검	후보70색감	assets/generals/busts_fast_170/guanqiu_jian.png
66	guo_si	곽사	후보70색감	assets/generals/busts_fast_170/guo_si.png
67	han_dang	한당	후보70색감	assets/generals/busts_fast_170/han_dang.png
68	hua_xiong	화웅	후보70색감	assets/generals/busts_fast_170/hua_xiong.png
69	huang_quan	황권	후보70색감	assets/generals/busts_fast_170/huang_quan.png
70	ji_ling	기령	후보70색감	assets/generals/busts_fast_170/ji_ling.png
71	jian_yong	간옹	후보70색감	assets/generals/busts_fast_170/jian_yong.png
72	jiang_wei	강유	후보70색감	assets/generals/busts_fast_170/jiang_wei.png
73	li_jue	이각	후보70색감	assets/generals/busts_fast_170/li_jue.png
74	li_ru	이유	후보70색감	assets/generals/busts_fast_170/li_ru.png
75	li_yan	이엄	후보70색감	assets/generals/busts_fast_170/li_yan.png
76	liao_hua	요화	후보70색감	assets/generals/busts_fast_170/liao_hua.png
77	ling_tong	능통	후보70색감	assets/generals/busts_fast_170/ling_tong.png
78	liu_feng	유봉	후보70색감	assets/generals/busts_fast_170/liu_feng.png
79	lu_su	노숙	후보70색감	assets/generals/busts_fast_170/lu_su.png
80	ma_dai	마대	후보70색감	assets/generals/busts_fast_170/ma_dai.png
81	ma_liang	마량	후보70색감	assets/generals/busts_fast_170/ma_liang.png
82	ma_su	마속	후보70색감	assets/generals/busts_fast_170/ma_su.png
83	ma_teng	마등	후보70색감	assets/generals/busts_fast_170/ma_teng.png
84	meng_da	맹달	후보70색감	assets/generals/busts_fast_170/meng_da.png
85	mi_zhu	미축	후보70색감	assets/generals/busts_fast_170/mi_zhu.png
86	sun_jian	손견	후보70색감	assets/generals/busts_fast_170/sun_jian.png
87	wang_ping	왕평	후보70색감	assets/generals/busts_fast_170/wang_ping.png
88	wang_shuang	왕쌍	후보70색감	assets/generals/busts_fast_170/wang_shuang.png
89	wei_yan	위연	후보70색감	assets/generals/busts_fast_170/wei_yan.png
90	wen_qin	문흠	후보70색감	assets/generals/busts_fast_170/wen_qin.png
91	wen_yang	문앙	후보70색감	assets/generals/busts_fast_170/wen_yang.png
92	wu_yi	오의	후보70색감	assets/generals/busts_fast_170/wu_yi.png
93	xu_sheng	서성	후보70색감	assets/generals/busts_fast_170/xu_sheng.png
94	yan_yan	엄안	후보70색감	assets/generals/busts_fast_170/yan_yan.png
95	zhang_bao	장포	후보70색감	assets/generals/busts_fast_170/zhang_bao.png
96	zhang_hong	장굉	후보70색감	assets/generals/busts_fast_170/zhang_hong.png
97	zhang_ji	장제	후보70색감	assets/generals/busts_fast_170/zhang_ji.png
98	zhang_jiao	장각	후보70색감	assets/generals/busts_fast_170/zhang_jiao.png
99	zhang_ren	장임	후보70색감	assets/generals/busts_fast_170/zhang_ren.png
100	zhang_xiu	장수	후보70색감	assets/generals/busts_fast_170/zhang_xiu.png
101	zhang_zhao	장소	후보70색감	assets/generals/busts_fast_170/zhang_zhao.png
102	zhong_hui	종회	후보70색감	assets/generals/busts_fast_170/zhong_hui.png
103	zhou_cang	주창	후보70색감	assets/generals/busts_fast_170/zhou_cang.png
104	zhou_tai	주태	후보70색감	assets/generals/busts_fast_170/zhou_tai.png
105	zhu_huan	주환	후보70색감	assets/generals/busts_fast_170/zhu_huan.png
106	zhu_ran	주연	후보70색감	assets/generals/busts_fast_170/zhu_ran.png
107	zhu_zhi	주치	후보70색감	assets/generals/busts_fast_170/zhu_zhi.png
108	zu_mao	조무	후보70색감	assets/generals/busts_fast_170/zu_mao.png
109	bu_zhi	보즐	후보100색감	assets/generals/busts_fast_170/bu_zhi.png
110	cao_anmin	조안민	후보100색감	assets/generals/busts_fast_170/cao_anmin.png
111	cao_de	조덕	후보100색감	assets/generals/busts_fast_170/cao_de.png
112	cao_fang	조방	후보100색감	assets/generals/busts_fast_170/cao_fang.png
113	cao_huan	조환	후보100색감	assets/generals/busts_fast_170/cao_huan.png
114	cao_mao	조모	후보100색감	assets/generals/busts_fast_170/cao_mao.png
115	cao_shuo	조삭	후보100색감	assets/generals/busts_fast_170/cao_shuo.png
116	cao_yu	조우	후보100색감	assets/generals/busts_fast_170/cao_yu.png
117	chen_dao	진도	후보100색감	assets/generals/busts_fast_170/chen_dao.png
118	chen_qun	진군	후보100색감	assets/generals/busts_fast_170/chen_qun.png
119	chen_shi	진식	후보100색감	assets/generals/busts_fast_170/chen_shi.png
120	chen_tai	진태	후보100색감	assets/generals/busts_fast_170/chen_tai.png
121	dong_xi	동습	후보100색감	assets/generals/busts_fast_170/dong_xi.png
122	dong_yun	동윤	후보100색감	assets/generals/busts_fast_170/dong_yun.png
123	dong_zhao	동소	후보100색감	assets/generals/busts_fast_170/dong_zhao.png
124	du_yu	두예	후보100색감	assets/generals/busts_fast_170/du_yu.png
125	fei_yi	비의	후보100색감	assets/generals/busts_fast_170/fei_yi.png
126	fu_shi_ren	부사인	후보100색감	assets/generals/busts_fast_170/fu_shi_ren.png
127	gao_xiang	고상	후보100색감	assets/generals/busts_fast_170/gao_xiang.png
128	gu_yong	고옹	후보100색감	assets/generals/busts_fast_170/gu_yong.png
129	guo_huai	곽회	후보100색감	assets/generals/busts_fast_170/guo_huai.png
130	han_hao	한호	후보100색감	assets/generals/busts_fast_170/han_hao.png
131	he_qi	하제	후보100색감	assets/generals/busts_fast_170/he_qi.png
132	hu_zhi	호질	후보100색감	assets/generals/busts_fast_170/hu_zhi.png
133	hua_xin	화흠	후보100색감	assets/generals/busts_fast_170/hua_xin.png
134	huang_chengyan	황승언	후보100색감	assets/generals/busts_fast_170/huang_chengyan.png
135	huang_hao	황호	후보100색감	assets/generals/busts_fast_170/huang_hao.png
136	jia_kui	가규	후보100색감	assets/generals/busts_fast_170/jia_kui.png
137	jiang_ji	장제(위)	후보100색감	assets/generals/busts_fast_170/jiang_ji.png
138	jiang_qin	장흠	후보100색감	assets/generals/busts_fast_170/jiang_qin.png
139	jiang_wan	장완	후보100색감	assets/generals/busts_fast_170/jiang_wan.png
140	kan_ze	감택	후보100색감	assets/generals/busts_fast_170/kan_ze.png
141	kuai_liang	괴량	후보100색감	assets/generals/busts_fast_170/kuai_liang.png
142	kuai_yue	괴월	후보100색감	assets/generals/busts_fast_170/kuai_yue.png
143	lei_tong	뇌동	후보100색감	assets/generals/busts_fast_170/lei_tong.png
144	li_hui	이회	후보100색감	assets/generals/busts_fast_170/li_hui.png
145	li_tong	이통	후보100색감	assets/generals/busts_fast_170/li_tong.png
146	ling_cao	능조	후보100색감	assets/generals/busts_fast_170/ling_cao.png
147	liu_shan	유선	후보100색감	assets/generals/busts_fast_170/liu_shan.png
148	liu_yan	유언	후보100색감	assets/generals/busts_fast_170/liu_yan.png
149	liu_ye	유엽	후보100색감	assets/generals/busts_fast_170/liu_ye.png
150	liu_zan	유찬	후보100색감	assets/generals/busts_fast_170/liu_zan.png
151	liu_zhang	유장	후보100색감	assets/generals/busts_fast_170/liu_zhang.png
152	lu_fan	여범	후보100색감	assets/generals/busts_fast_170/lu_fan.png
153	lu_meng	여몽	후보100색감	assets/generals/busts_fast_170/lu_meng.png
154	lu_qian	여건	후보100색감	assets/generals/busts_fast_170/lu_qian.png
155	lu_zhao	노초	후보100색감	assets/generals/busts_fast_170/lu_zhao.png
156	ma_zhong_shu	마충(촉)	후보100색감	assets/generals/busts_fast_170/ma_zhong_shu.png
157	ma_zhong_wu	마충	후보100색감	assets/generals/busts_fast_170/ma_zhong_wu.png
158	mi_fang	미방	후보100색감	assets/generals/busts_fast_170/mi_fang.png
159	niu_jin	우금	후보100색감	assets/generals/busts_fast_170/niu_jin.png
160	pan_zhang	반장	후보100색감	assets/generals/busts_fast_170/pan_zhang.png
161	qiao_zhou	초주	후보100색감	assets/generals/busts_fast_170/qiao_zhou.png
162	quan_cong	전종	후보100색감	assets/generals/busts_fast_170/quan_cong.png
163	shi_huan	사환	후보100색감	assets/generals/busts_fast_170/shi_huan.png
164	sima_shi	사마사	후보100색감	assets/generals/busts_fast_170/sima_shi.png
165	sima_zhao	사마소	후보100색감	assets/generals/busts_fast_170/sima_zhao.png
166	sun_ben	손분	후보100색감	assets/generals/busts_fast_170/sun_ben.png
167	sun_chen	손침	후보100색감	assets/generals/busts_fast_170/sun_chen.png
168	sun_deng	손등	후보100색감	assets/generals/busts_fast_170/sun_deng.png
169	sun_fu	손보	후보100색감	assets/generals/busts_fast_170/sun_fu.png
170	sun_hao	손호	후보100색감	assets/generals/busts_fast_170/sun_hao.png
171	sun_he	손화	후보100색감	assets/generals/busts_fast_170/sun_he.png
172	sun_jun	손준	후보100색감	assets/generals/busts_fast_170/sun_jun.png
173	sun_kuang	손광	후보100색감	assets/generals/busts_fast_170/sun_kuang.png
174	sun_li	손례	후보100색감	assets/generals/busts_fast_170/sun_li.png
175	sun_liang	손량	후보100색감	assets/generals/busts_fast_170/sun_liang.png
176	sun_qian	손건	후보100색감	assets/generals/busts_fast_170/sun_qian.png
177	sun_shao	손소	후보100색감	assets/generals/busts_fast_170/sun_shao.png
178	sun_xiu	손휴	후보100색감	assets/generals/busts_fast_170/sun_xiu.png
179	sun_yi	손익	후보100색감	assets/generals/busts_fast_170/sun_yi.png
180	wang_bi	왕필	후보100색감	assets/generals/busts_fast_170/wang_bi.png
181	wang_fu	왕보	후보100색감	assets/generals/busts_fast_170/wang_fu.png
182	wang_lang	왕랑	후보100색감	assets/generals/busts_fast_170/wang_lang.png
183	wang_lian	왕련	후보100색감	assets/generals/busts_fast_170/wang_lian.png
184	wen_pin	문빙	후보100색감	assets/generals/busts_fast_170/wen_pin.png
185	wu_ban	오반	후보100색감	assets/generals/busts_fast_170/wu_ban.png
186	wu_lan	오란	후보100색감	assets/generals/busts_fast_170/wu_lan.png
187	xiang_chong	향충	후보100색감	assets/generals/busts_fast_170/xiang_chong.png
188	xiang_lang	향랑	후보100색감	assets/generals/busts_fast_170/xiang_lang.png
189	xin_pi	신비	후보100색감	assets/generals/busts_fast_170/xin_pi.png
190	xu_kun	서곤	후보100색감	assets/generals/busts_fast_170/xu_kun.png
191	yan_yu	염우	후보100색감	assets/generals/busts_fast_170/yan_yu.png
192	yang_hu	양호	후보100색감	assets/generals/busts_fast_170/yang_hu.png
193	yi_ji	이적	후보100색감	assets/generals/busts_fast_170/yi_ji.png
194	zang_ba	장패	후보100색감	assets/generals/busts_fast_170/zang_ba.png
195	zhang_ni	장억	후보100색감	assets/generals/busts_fast_170/zhang_ni.png
196	zhang_song	장송	후보100색감	assets/generals/busts_fast_170/zhang_song.png
197	zhang_wen_wu	장온	후보100색감	assets/generals/busts_fast_170/zhang_wen_wu.png
198	zhang_yi	장익	후보100색감	assets/generals/busts_fast_170/zhang_yi.png
199	zhao_lei	조뢰	후보100색감	assets/generals/busts_fast_170/zhao_lei.png
200	zhou_fang	주방	후보100색감	assets/generals/busts_fast_170/zhou_fang.png
